root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
د خ ل	مدخل	GERUND_MEEM	2	0	0	2	0	cognate_acc:2;adjective:2		ك ر م:1;ر ض ي:1		4:31:12;22:59:3
د خ ل	مدخل	NOUN_TIME_PLACE	2	0	1	0	0	conjoined:1;cognate_acc:1;idafa:1				9:57:7;17:80:5
د خ ن	دخان	NOUN_CONCRETE	2	0	0	1	1	predication:1;prep_complement:1;adjective:1		ب ي ن:1	بـ:1	41:11:7;44:10:7
د ر ج	درج	NOUN_ABSTRACT	18	1	0	1	0	accusative_specification:10;prep_complement:9;conjoined:4;predication:3;adverbial:2;adjective:1;idafa:1	ر ف ع:1	ع ل و:1	لـ:5;مِن:3;عَلَى:1	2:228:50;2:253:14;3:163:2;4:95:27;4:96:1;6:83:9;6:132:4;6:165:12;8:4:7;9:20:15
د ر ر	مدرار	ADJ_INTENS	3	0	0	0	0	circumstantial:3				6:6:20;11:52:12;71:11:4
د ر س	إدريس	NOUN_PROP_FOREIGN	2	0	0	0	0	direct_object:1;conjoined:1				19:56:5;21:85:4
د ر س	دراس	GERUND	1	0	0	0	1	prep_complement:1			عَن:1	6:156:14
د ر ك	درك	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				20:77:21
د ر ك	درك	NOUN_CONCRETE	1	0	0	1	1	prep_complement:2;adjective:1		س ف ل:1	فِي:1;مِن:1	4:145:4
د ر ك	مدرك	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1				26:61:10
د س ر	دسر	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				54:13:7
د ع و	أدعياء	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				33:4:21
د ع و	أدعيائ	ADJ_QUALIT	1	1	0	0	0	idafa:1	ز و ج:1			33:37:49
د ع و	داع	NOUN_ACTIVE_PART	3	1	0	0	1	idafa:1;subject:1;prep_complement:1			إِلَى:1	2:186:11;54:6:6;54:8:3
د ع و	داعي	NOUN_ABSTRACT	2	0	2	0	0	direct_object:2;idafa:2				46:31:4;46:32:5
د ع و	داعي	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:1				20:108:3
د ع و	دعا	GERUND	1	0	0	0	0	cognate_acc:1				52:13:6
د ع و	دعاء	GERUND	17	4	7	1	3	idafa:11;direct_object:8;prep_complement:6;conjoined:1;exception:1;cognate_acc:1;particle_complement:1;predication:1;adjective:1	س م ع:2;ذ و و:1	ع ر ض:1	فِي:2;بـ:2;كـ:1;مِن:1	2:171:14;3:38:15;13:14:31;14:39:16;14:40:11;17:11:5;19:48:16;21:45:10;24:63:3;24:63:7
د ع و	دعائ	GERUND	3	1	1	0	2	prep_complement:2;idafa:2;subject:1			بـ:1;عَن:1	19:4:15;46:5:19;71:6:4
د ع و	دعو	GERUND	6	0	2	0	0	prep_complement:3;direct_object:2;idafa:2;subject:2;cognate_acc:1			فِي:2;لـ:1	2:186:10;10:89:4;13:14:2;14:44:17;30:25:14;40:43:8
د ع و	دعوا	NOUN_ABSTRACT	4	2	1	0	0	idafa:3;subject:1;prep_complement:1;predication:1;conjoined:1;kana_predicate:1	أ خ ر:1		فِي:1	7:5:4;10:10:1;10:10:11;21:15:5
د ف أ	دفء	GERUND	1	0	0	0	0	prep_complement:2;predication:1;conjoined:1			لـ:1;فِي:1	16:5:6
د ف ع	دافع	NOUN_ACTIVE_PART	2	0	0	0	1	prep_complement:2;predication:1;subject:1			مِن:1;لـ:1	52:8:4;70:2:5
د ف ع	دفع	GERUND	2	0	2	0	0	idafa:2;direct_object:2;prep_complement:2			بـ:2	2:251:22;22:40:15
د ف ق	دافق	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				86:6:4
د ك ك	دك	GERUND	3	0	0	0	0	cognate_acc:2;direct_object:1				7:143:37;89:21:5;89:21:6
د ك ك	دك	GERUND_INSTANT	1	0	0	1	0	cognate_acc:1;adjective:1		و ح د:1		69:14:8
د ك ك	دكاء	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				18:98:12
د ل ك	دلوك	GERUND	1	0	1	0	1	prep_complement:1;idafa:1			لـ:1	17:78:4
د ل ل	دليل	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1;prep_complement:1			عَلَى:1	25:45:18
د ل و	دلو	NOUN_CONCRETE	1	1	1	0	0	idafa:2;direct_object:1				12:19:9
د م ر	تدمير	GERUND	2	0	0	0	0	cognate_acc:2				17:16:18;25:36:12
د م ع	دمع	NOUN_CONCRETE	2	0	0	0	2	prep_complement:2			مِن:2	5:83:12;9:92:21
د م و	دم	NOUN_CONCRETE	7	0	0	2	1	conjoined:6;adjective:2;direct_object:1;prep_complement:1		س ف ح:1;ك ذ ب:1	بـ:1	2:173:6;5:3:5;6:145:17;7:133:12;12:18:6;16:66:16;16:115:6
د م ي	دماء	NOUN_CONCRETE	2	0	0	0	0	direct_object:2				2:30:20;2:84:7
د م ي	دماؤ	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				22:37:7
د ن و	أدنى	ADJ_COMP	12	0	1	0	0	predication:5;conjoined:5;clausal_complement:5;prep_complement:2;subject:1;apposition:1;idafa:1;adjective:1;particle_complement:1;exception:1			مِن:2	2:61:34;2:282:122;4:3:32;5:108:2;7:169:11;30:3:2;32:21:6;33:51:20;33:59:17;53:9:6
د ن و	دان	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				55:54:10
د ن و	داني	NOUN_ACTIVE_PART	3	0	0	0	0	predication:2;adjective:1;prep_complement:1;conjoined:1			عَلَى:1	6:99:28;69:23:2;76:14:2
د ن و	دنيا	NOUN_ABSTRACT	115	7	0	0	28	adjective:72;prep_complement:28;conjoined:16;idafa:7;apposition:5;direct_object:2	ث و ب:4;م ت ع:1;ع ر ض:1;ح ر ث:1		فِي:27;مِن:1	2:85:48;2:86:5;2:114:28;2:130:16;2:200:22;2:201:8;2:204:9;2:212:6;2:217:60;2:220:2
د ه ر	دهر	NOUN_ABSTRACT	2	0	0	0	1	subject:1;prep_complement:1			مِن:1	45:24:15;76:1:7
د ه ق	دهاق	GERUND	1	0	0	0	0	adjective:1				78:34:3
د ه م	مدهام	NOUN_ACTIVE_PART	1	0	0	0	0					55:64:1
د ه ن	دهان	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			كـ:1	55:37:9
د ه ن	دهن	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1;conjoined:1			بـ:1	23:20:9
د ه ن	مدهن	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			بـ:1	56:81:6
د ه ي	أدهى	ADJ_COMP	1	0	0	0	0	predication:1;conjoined:1				54:46:6
د و د	داوود	NOUN_PROP_FOREIGN	16	3	0	0	2	conjoined:8;direct_object:5;idafa:3;prep_complement:3;subject:2;apposition:2;vocative:1	ل س ن:1;م ع ع:1;أ و ل:1		مِن:1;عَلَى:1;لـ:1	2:251:8;4:163:37;5:78:9;6:84:17;17:55:18;21:78:2;21:79:13;27:15:5;27:16:4;34:10:5
د و ر	دائر	NOUN_ABSTRACT	3	0	2	0	0	prep_complement:2;idafa:2;predication:2;subject:1			عَلَى:2	5:52:13;9:98:15;48:6:16
د و ر	دار	NOUN_CONCRETE	32	9	11	7	7	idafa:20;prep_complement:10;adjective:7;predication:7;conjoined:6;direct_object:5;subject:2;apposition:2;adverbial:1;particle_complement:1	ع ق ب:5;س و أ:2;ذ ك ر:1	أ خ ر:7	فِي:5;لـ:2;إِلَى:1;مِن:1;بـ:1	2:94:5;6:32:11;6:127:3;6:135:16;7:78:7;7:91:7;7:145:26;7:169:39;10:25:5;11:65:7
د و ر	در	NOUN_RELATIVE	1	0	0	0	0	adjective:1				24:35:18
د و ر	دوائر	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				9:98:13
د و ر	ديار	ADJ_INTENS	1	0	0	0	0	direct_object:1;prep_complement:1			مِن:1	71:26:11
د و ر	ديار	NOUN_CONCRETE	16	6	5	0	14	prep_complement:14;idafa:11;conjoined:3	خ ل ل:1		مِن:12;فِي:2	2:84:13;2:85:11;2:243:7;2:246:46;3:195:25;4:66:12;8:47:8;11:67:9;11:94:22;17:5:16
د و ل	دول	NOUN_CONCRETE	1	0	0	0	0	kana_predicate:1				59:7:29
د و م	دائم	NOUN_ACTIVE_PART	2	0	0	0	0	predication:2;prep_complement:1			عَلَى:1	13:35:11;70:23:5
د و ن	دون	NOUN_ABSTRACT	143	16	107	0	132	prep_complement:134;idafa:123;adverbial:6;predication:1			مِن:134	2:23:20;2:94:11;2:107:14;2:165:7;3:28:7;3:64:28;3:79:21;3:118:9;4:48:11;4:116:11
د ي ن	دين	NOUN_ABSTRACT	94	17	12	8	33	prep_complement:37;idafa:29;direct_object:24;apposition:9;adjective:8;predication:8;conjoined:7;subject:3;particle_complement:2;accusative_specification:2	ي و م:13;غ ي ر:1	ق و م:5;ح ق ق:1;ل ل ذ:1;خ ل ص:1	فِي:16;لـ:7;بـ:5;عَن:3;مِن:3;عَلَى:3	1:4:3;2:132:14;2:193:9;2:217:41;2:217:49;2:256:4;3:19:2;3:24:14;3:73:8;3:83:3
د ي ن	دين	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			بـ:1	2:282:8
د ي ن	دين	NOUN_RELATIVE	2	0	0	0	1	prep_complement:1;direct_object:1			مِن:1	10:104:10;39:14:6
د ي ن	مدين	NOUN_CONCRETE	14	5	0	0	8	prep_complement:8;idafa:5;kana_predicate:1;direct_object:1	أ ه ل:3;ق ص و:2		فِي:6;إِلَى:2	7:123:15;9:101:10;9:120:5;12:30:5;15:67:4;18:19:32;18:82:10;27:48:4;28:15:3;28:18:4
د ي ن	مدين	NOUN_PASSIVE_PART	2	1	0	0	0	predication:1;idafa:1	غ ي ر:1			37:53:10;56:86:6
د ي ن	مدين	NOUN_PROP	10	6	0	0	1	idafa:6;prep_complement:1	ص ح ب:2;أ ه ل:2;ل ق ي:1;م و ه:1		لـ:1	7:85:3;9:70:18;11:84:3;11:95:8;20:40:36;22:44:3;28:22:5;28:23:5;28:45:15;29:36:3
ذ أ ب	ذئب	NOUN_CONCRETE	3	0	0	0	0	subject:3				12:13:12;12:14:5;12:17:14
ذ أ م	مذءوم	NOUN_PASSIVE_PART	1	0	0	0	0	circumstantial:1				7:18:4
ذ ب ب	ذباب	NOUN_CONCRETE	2	0	0	0	0	direct_object:1;subject:1				22:73:17;22:73:25
ذ ب ح	ذبح	NOUN_CONCRETE	1	0	0	1	1	prep_complement:1;adjective:1		ع ظ م:1	بـ:1	37:107:4
ذ ب ذ ب	مذبذب	NOUN_PASSIVE_PART	1	0	0	0	0	prep_complement:2;adverbial:1			إِلَى:2	4:143:1
ذ ر أ / ذ ر ر	ذر	GERUND_PROFESSION	3	2	2	1	1	idafa:4;prep_complement:2;predication:2;adjective:1;direct_object:1		ض ع ف:1	لـ:1;مِن:1	2:266:25;36:41:7;37:113:9
ذ ر ر	ذر	GERUND_PROFESSION	2	1	1	0	1	idafa:2;conjoined:1;prep_complement:1			فِي:1	40:8:16;57:26:11
ذ ر ر	ذر	NOUN_CONCRETE	2	2	0	0	0	idafa:2	ث ق ل:2			34:3:20;34:22:11
ذ ر ر / ذ ر أ	ذر	GERUND_PROFESSION	1	1	1	0	0	idafa:2;direct_object:1;predication:1;apposition:1				37:77:3
ذ ر ع	ذراع	NOUN_ABSTRACT	1	0	0	0	0	accusative_specification:1				69:32:6
ذ ر ع	ذراع	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				18:18:17
ذ ر ع	ذرع	GERUND	2	0	0	0	0	accusative_specification:2				11:77:13;29:33:14
ذ ر ع	ذرع	NOUN_ABSTRACT	1	1	1	0	0	idafa:2;adjective:1;predication:1				69:32:4
ذ ر و	ذاري	NOUN_ACTIVE_PART	1	0	0	0	0	particle_complement:1;cognate_acc:1				51:1:2
ذ ر و	ذرو	GERUND	1	0	0	0	0	cognate_acc:1				51:1:3
ذ ع ن	مذعن	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1				24:49:9
ذ ق ن	أذقان	NOUN_CONCRETE	3	0	0	0	3	prep_complement:3;predication:1			لـ:2;إِلَى:1	17:107:18;17:109:4;36:8:9
ذ ك ر	تذكر	GERUND	1	0	0	0	0	predication:1;prep_complement:1			لـ:1	69:48:4
ذ ك ر	تذكر	NOUN_ABSTRACT	7	0	0	0	0	predication:4;direct_object:2;exception:1;prep_complement:1;conjoined:1			لـ:1	20:3:2;56:73:3;69:12:4;73:19:3;74:54:3;76:29:3;80:11:3
ذ ك ر	تذكر	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			عَن:1	74:49:6
ذ ك ر	تذكير	GERUND	1	0	0	0	0	conjoined:1;prep_complement:1			بـ:1	10:71:18
ذ ك ر	ذاكر	NOUN_ACTIVE_PART	3	0	0	0	1	conjoined:3;prep_complement:1;direct_object:1;adverbial:1			لـ:1	11:114:17;33:35:39;33:35:43
ذ ك ر	ذكر	GERUND	73	9	25	5	32	prep_complement:45;idafa:34;direct_object:17;predication:11;conjoined:10;subject:7;adjective:5;accusative_specification:1;cognate_acc:1;particle_complement:1	أ ه ل:2;ب ع د:1;ذ و و:1	ح د ث:2;ح ك م:1;ب ر ك:1;ك ث ر:1	لـ:13;عَن:12;مِن:10;بـ:5;فِي:2;إِلَى:2;كـ:1	2:200:9;2:200:13;3:58:7;5:91:17;7:63:5;7:69:5;12:42:15;12:104:10;13:28:7;13:28:11
ذ ك ر	ذكر	NOUN_ABSTRACT	2	0	0	0	0	direct_object:2				37:3:3;65:10:19
ذ ك ر	ذكر	NOUN_CONCRETE	15	0	0	0	8	conjoined:11;prep_complement:9;predication:3;direct_object:3;quoted_complement:2;apposition:2;subject:1			مِن:5;لـ:3;عَن:1	3:36:17;3:195:13;4:11:6;4:124:7;4:176:48;6:143:11;6:144:10;16:97:5;25:29:5;40:40:14
ذ ك ر	ذكرا	GERUND	1	1	1	0	1	idafa:2;prep_complement:1			مِن:1	79:43:4
ذ ك ر	ذكرا	NOUN_ABSTRACT	1	0	0	0	0	subject:1;predication:1				47:18:19
ذ ك ر	ذكران	NOUN_CONCRETE	2	0	0	0	0	direct_object:1;prep_complement:1;circumstantial:1;conjoined:1			مِن:1	26:165:2;42:50:3
ذ ك ر	ذكرى	GERUND	15	1	1	0	0	prep_complement:11;conjoined:7;predication:3;idafa:2;particle_complement:2;exception:1;adverbial:1;apposition:1	خ ل ص:1		لـ:11	6:69:12;6:90:17;7:2:15;11:114:15;11:120:20;21:84:20;26:209:1;29:51:16;38:43:11;38:46:5
ذ ك ر	ذكرى	NOUN_ABSTRACT	6	1	0	0	0	subject:3;predication:2;idafa:1;particle_complement:1	ب ع د:1			6:68:24;44:13:4;51:55:5;80:4:5;87:9:5;89:23:12
ذ ك ر	ذكور	NOUN_CONCRETE	2	0	0	0	1	prep_complement:1;direct_object:1			لـ:1	6:139:10;42:49:20
ذ ك ر	مدكر	NOUN_ACTIVE_PART	6	0	0	0	6	prep_complement:6			مِن:6	54:15:9;54:17:11;54:22:11;54:32:11;54:40:11;54:51:9
ذ ك ر	مذكر	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				88:21:5
ذ ك ر	مذكور	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				76:1:11
ذ ل ل	أذل	ADJ_COMP	2	0	0	0	1	prep_complement:1;predication:1;direct_object:1			فِي:1	58:20:9;63:8:11
ذ ل ل	أذل	ADJ_QUALIT	4	0	0	0	0	predication:1;adjective:1;prep_complement:1;direct_object:1;circumstantial:1			عَلَى:1	3:123:10;5:54:19;27:34:12;27:37:17
ذ ل ل	تذليل	GERUND	1	0	0	0	0	cognate_acc:1				76:14:8
ذ ل ل	ذل	GERUND	10	1	0	0	2	subject:5;prep_complement:4;conjoined:3;idafa:1	ج ن ح:1		مِن:3;فِي:1	2:61:49;3:112:3;7:152:10;10:26:14;10:27:11;17:24:6;17:111:23;42:45:7;68:43:4;70:44:4
ذ ل ل	ذلل	NOUN_ABSTRACT	1	0	0	0	0	adjective:1;circumstantial:1				16:69:10
ذ ل ل	ذلول	ADJ_QUALIT	2	0	0	0	0	adjective:1;direct_object:1				2:71:7;67:15:6
ذ م م	ذم	NOUN_ABSTRACT	2	0	0	0	0	conjoined:2				9:8:12;9:10:8
ذ م م	مذموم	NOUN_PASSIVE_PART	3	0	0	0	0	circumstantial:2;conjoined:2;predication:1				17:18:17;17:22:9;68:49:13
ذ ن ب	ذنب	GERUND	1	1	0	0	0	idafa:1	غ ف ر:1			40:3:2
ذ ن ب	ذنب	NOUN_ABSTRACT	10	4	3	0	8	prep_complement:10;idafa:7;predication:1	أ ي ي:1		لـ:4;بـ:3;عَلَى:1;مِن:1;عَن:1	12:29:8;26:14:4;29:40:5;40:55:10;47:19:11;48:2:8;55:39:6;67:11:4;81:9:3;91:14:10
ذ ن ب	ذنوب	NOUN_ABSTRACT	28	9	10	1	16	idafa:19;prep_complement:16;direct_object:9;conjoined:1;circumstantial:1;particle_complement:1;adjective:1	ب ع ض:1;م ث ل:1	م ث ل:1	بـ:11;مِن:3;لـ:1;عَن:1	3:11:16;3:16:9;3:31:13;3:135:14;3:135:18;3:147:11;3:193:18;5:18:16;5:49:35;6:6:30
ذ ه ب	ذاهب	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			إِلَى:1	37:99:4
ذ ه ب	ذهاب	GERUND	1	0	0	0	1	prep_complement:2			عَلَى:1;بـ:1	23:18:15
ذ ه ب	ذهب	NOUN_CONCRETE	7	0	0	0	5	prep_complement:5;conjoined:2;accusative_specification:1;direct_object:1			مِن:5	3:14:14;3:91:16;9:34:25;18:31:15;22:23:19;35:33:9;43:53:7
ذ و ق	ذائق	NOUN_ACTIVE_PART	5	0	4	0	0	predication:5;idafa:4				3:185:3;21:35:3;29:57:3;37:31:8;37:38:3
ذ و و	ذات	NOUN_ABSTRACT	29	2	29	0	13	idafa:32;prep_complement:13;adjective:10;adverbial:3;direct_object:1;conjoined:1	غ ي ر:1;ك ل ل:1		بـ:12;عَلَى:1	3:119:34;3:154:85;5:7:23;8:1:15;8:7:13;8:43:25;11:5:21;18:17:9;18:17:15;18:18:9
ذ و و	ذو	NOUN_CONCRETE	2	0	2	0	0	conjoined:4;direct_object:2;idafa:2;prep_complement:1			مِن:1	2:177:31;65:2:15
ذ و و	ذوا	NOUN_CONCRETE	1	0	1	0	0	idafa:1				55:48:1
ر أ س	رءوس	NOUN_CONCRETE	11	5	4	0	2	idafa:9;direct_object:4;predication:2;prep_complement:2;conjoined:1	ق ن ع:1;ف و ق:1;ن ك س:1		بـ:1;عَلَى:1	2:196:19;2:279:18;5:6:19;14:43:3;17:51:19;21:65:4;22:19:18;32:12:7;37:65:3;48:27:18
ر أ س	رأس	NOUN_CONCRETE	6	1	2	0	4	prep_complement:4;idafa:4;subject:1;conjoined:1	ف و ق:1		مِن:2;بـ:2	2:196:33;7:150:23;12:41:19;19:4:9;20:94:12;44:48:4
ر أ س	رأس	NOUN_RELATIVE	1	1	0	0	0	idafa:1	ف و ق:1			12:36:19
ر أ ف	رءوف	ADJ_QUALIT	11	0	0	2	0	predication:10;prep_complement:7;adjective:3		ر ح م:2	بـ:7	2:143:56;2:207:12;3:30:29;9:117:30;9:128:15;16:7:15;16:47:9;22:65:32;24:20:11;57:9:20
ر أ ف	رأف	GERUND	2	0	0	0	0	conjoined:2;subject:1;direct_object:1				24:2:16;57:27:22
ر أ ي	رأي	GERUND	2	1	1	0	0	idafa:2;cognate_acc:1	ب د و:1			3:13:18;11:27:22
ر أ ي	رؤيا	GERUND	3	0	0	0	0	direct_object:2;conjoined:1;accusative_specification:1				17:60:13;37:105:3;48:27:6
ر أ ي	رؤيا	NOUN_ABSTRACT	4	1	0	0	2	prep_complement:2;direct_object:1;idafa:1	أ و ل:1		فِي:1;لـ:1	12:5:6;12:43:24;12:43:28;12:100:16
ر أ ي	رئاء	GERUND	3	0	3	0	0	idafa:3;circumstantial:1;accusative_specification:1;conjoined:1				2:264:16;4:38:5;8:47:11
ر أ ي	رئي	NOUN_ABSTRACT	1	0	0	0	0	conjoined:1;accusative_specification:1				19:74:10
ر ب ب	أرباب	NOUN_CONCRETE	4	0	0	1	0	direct_object:3;prep_complement:2;adjective:1;predication:1;conjoined:1		ف ر ق:1	مِن:2	3:64:26;3:80:9;9:31:5;12:39:4
ر ب ب	رب	NOUN_CONCRETE	964	410	352	16	226	idafa:846;prep_complement:231;subject:147;vocative:137;quoted_complement:105;predication:88;particle_complement:74;direct_object:67;apposition:47;conjoined:34	ع ن د:39;أ ل و:32;أ ي ي:17;ر س ل:13;أ م ر:11;ح م د:10;ك ل م:9;س م و:9;ل ق ي:8;ر ح م:7	ل ل ذ:4;ع ظ م:3;ع ل و:3;ع ز ز:2;ع ل م:1;ر ح م:1;و ه ب:1;غ ف ر:1;ذ و و:1;ك ر م:1	مِن:112;إِلَى:40;بـ:37;لـ:19;عَلَى:19;فِي:2;عَن:2	1:2:4;2:5:5;2:21:5;2:26:22;2:30:4;2:37:5;2:46:5;2:49:20;2:61:14;2:62:26
ر ب ب	رب	NOUN_RELATIVE	1	0	0	1	0	subject:1;adjective:1		ك ث ر:1		3:146:8
ر ب ب	ربائب	NOUN_CONCRETE	1	0	0	1	0	conjoined:1;adjective:1;prep_complement:1		ل ل ت:1	مِن:1	4:23:30
ر ب ب	ربان	NOUN_RELATIVE	3	0	0	0	0	conjoined:2;kana_predicate:1;subject:1				3:79:26;5:44:17;5:63:3
ر ب ص	تربص	GERUND	1	0	1	0	0	predication:1;prep_complement:1;idafa:1			لـ:1	2:226:6
ر ب ص	متربص	NOUN_ACTIVE_PART	3	0	0	0	1	predication:2;adverbial:1;prep_complement:1			مِن:1	9:52:27;20:135:3;52:31:7
ر ب ط	رباط	NOUN_CONCRETE	1	0	1	0	1	prep_complement:1;conjoined:1;idafa:1			مِن:1	8:60:11
ر ب ع	أربع	NOUN_NUM	16	1	8	1	4	idafa:9;prep_complement:7;adverbial:4;accusative_specification:4;direct_object:3;predication:2;conjoined:1;apposition:1;adjective:1;cognate_acc:1	ر ب ص:1	ح ر م:1	مِن:3;بـ:2;عَلَى:1;فِي:1	2:51:5;2:226:7;2:234:11;2:260:24;4:15:10;5:26:6;7:142:14;9:2:5;9:36:18;24:4:9
ر ب ع	رابع	NOUN_NUM	2	2	2	0	0	idafa:4;predication:2				18:22:3;58:7:20
ر ب ع	رباع	NOUN_NUM	2	0	0	0	0	conjoined:2				4:3:19;35:1:17
ر ب ع	ربع	NOUN_ABSTRACT	2	0	0	0	0	prep_complement:5;predication:2			مِن:3;لـ:2	4:12:21;4:12:34
ر ب و	أربى	ADJ_COMP	1	0	0	0	0	kana_predicate:1;prep_complement:1			مِن:1	16:92:20
ر ب و	رابي	NOUN_ACTIVE_PART	2	0	0	0	0	adjective:2				13:17:14;69:10:8
ر ب و	ربا	GERUND	2	0	0	0	1	direct_object:1;prep_complement:1			مِن:1	6:164:5;30:39:5
ر ب و	ربا	NOUN_ABSTRACT	7	1	0	0	1	direct_object:5;idafa:1;prep_complement:1	م ث ل:1		مِن:1	2:275:3;2:275:22;2:275:29;2:276:3;2:278:12;3:130:7;4:161:3
ر ب و	ربو	NOUN_CONCRETE	2	0	0	1	2	prep_complement:2;adjective:1		ذ و و:1	بـ:1;إِلَى:1	2:265:17;23:50:11
ر ت ق	رتق	NOUN_ABSTRACT	1	0	0	0	0	kana_predicate:1				21:30:11
ر ت ل	ترتيل	GERUND	2	0	0	0	0	cognate_acc:2				25:32:19;73:4:7
ر ج ج	رج	GERUND	1	0	0	0	0	cognate_acc:1				56:4:4
ر ج ز	رجز	NOUN_ABSTRACT	10	0	1	0	2	direct_object:7;prep_complement:4;subject:1;idafa:1			مِن:4	2:59:16;7:134:5;7:134:20;7:135:5;7:162:15;8:11:18;29:34:7;34:5:12;45:11:13;74:5:2
ر ج س	رجس	NOUN_ABSTRACT	6	1	1	0	1	predication:3;prep_complement:2;idafa:2;subject:1;conjoined:1;accusative_specification:1			مِن:1;إِلَى:1	5:90:13;6:145:24;7:71:7;9:95:15;9:125:9;9:125:11
ر ج س	لرجس	NOUN_ABSTRACT	4	0	0	0	0	direct_object:4;prep_complement:1			مِن:1	6:125:28;10:100:14;22:30:23;33:33:28
ر ج ع	راجع	NOUN_ACTIVE_PART	4	0	0	0	0	prep_complement:4;predication:3;particle_complement:1			إِلَى:4	2:46:9;2:156:12;21:93:7;23:60:12
ر ج ع	رجع	GERUND	3	2	1	1	1	idafa:3;predication:1;adjective:1;prep_complement:1	ذ و و:1	ب ع د:1	عَلَى:1	50:3:7;86:8:3;86:11:4
ر ج ع	رجعى	GERUND	1	0	0	0	0	particle_complement:1;prep_complement:1			إِلَى:1	96:8:4
ر ج ع	مرجع	GERUND_MEEM	16	6	6	0	0	prep_complement:16;predication:15;idafa:12;circumstantial:3;conjoined:1;particle_complement:1			إِلَى:16	3:55:28;5:48:52;5:105:15;6:60:22;6:108:26;6:164:27;10:4:2;10:23:24;10:46:11;10:70:6
ر ج ف	راجف	NOUN_ABSTRACT	1	0	0	0	0	subject:1				79:6:3
ر ج ف	رجف	GERUND_INSTANT	4	0	0	0	0	subject:4				7:78:3;7:91:3;7:155:12;29:37:5
ر ج ف	مرجف	NOUN_ACTIVE_PART	1	0	0	0	0	conjoined:1;prep_complement:1			فِي:1	33:60:12
ر ج ل	أرجل	NOUN_CONCRETE	13	7	4	1	1	idafa:11;conjoined:7;prep_complement:2;predication:1;adjective:1;direct_object:1;subject:1	ت ح ت:3	م ش ي:1	لـ:1;بـ:1	5:6:21;5:33:21;5:66:21;6:65:14;7:124:5;7:195:2;20:71:19;24:24:8;24:31:75;26:49:22
ر ج ل	رجال	NOUN_CONCRETE	28	0	0	7	9	prep_complement:15;direct_object:9;conjoined:8;adjective:8;predication:6;subject:3;circumstantial:2;apposition:1		ك ث ر:1;ح ب ب:1;و ح ي:1;ل ه و:1;ص د ق:1;ك و ن:1;أ م ن:1;ع ل م:1	مِن:9;لـ:3;عَلَى:1;فِي:1;بـ:1	2:228:48;2:239:5;2:282:75;4:1:18;4:7:2;4:32:12;4:34:1;4:75:12;4:98:4;4:176:43
ر ج ل	رجل	NOUN_CONCRETE	32	0	0	10	9	prep_complement:16;adjective:10;subject:7;direct_object:6;conjoined:5;circumstantial:5;apposition:3;predication:3;kana_predicate:1;accusative_specification:1		س ح ر:2;ر ش د:1;ج ن ن:1;ف ر ي:1;ن ب أ:1;ر و د:1;س ل م:1;أ م ن:1;ع ظ م:1	مِن:7;عَلَى:5;لـ:2;إِلَى:1;بـ:1	2:282:80;2:282:82;4:12:63;5:23:2;6:9:7;7:63:9;7:69:9;7:155:6;10:2:8;11:78:30
ر ج م	رجم	GERUND	1	0	0	0	0	circumstantial:1;prep_complement:1			بـ:1	18:22:10
ر ج م	رجوم	NOUN_CONCRETE	1	0	0	0	0	direct_object:1;prep_complement:1			لـ:1	67:5:11
ر ج م	رجيم	ADJ_QUALIT	6	0	0	0	0	adjective:4;predication:2				3:36:32;15:17:6;15:34:7;16:98:11;38:77:7;81:25:7
ر ج م	مرجوم	NOUN_PASSIVE_PART	1	0	0	0	1	prep_complement:1;kana_predicate:1			مِن:1	26:116:11
ر ج و	أرجائ	NOUN_CONCRETE	1	1	1	0	1	idafa:2;prep_complement:1;predication:1			عَلَى:1	69:17:4
ر ج و	مرجو	NOUN_PASSIVE_PART	1	0	0	0	0	kana_predicate:1;prep_complement:1			فِي:1	11:62:7
ر ح ب	مرحب	GERUND_MEEM	2	0	0	0	0	particle_complement:2;prep_complement:2;predication:1			بـ:2	38:59:6;38:60:5
